# The provisional data available here are intended for diverse user applications.
# For data required for a court of law or regulatory purposes, review the information 
# available from the NCEI (https://www.ncdc.noaa.gov/customer-support/certification-data)
# or consult a CCM (http://www.nicm.org).
# STATION: LPWA2
# STATION NAME: Little Port Walter
# LATITUDE: 56.38800
# LONGITUDE: -134.63700
# ELEVATION [ft]: 8
# STATE: AK
Station_ID,Date_Time,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,wind_cardinal_direction_set_1d
LPWA2,2013-03-01T07:57:00Z,2.0,250.0,7.99,WSW
LPWA2,2013-03-01T08:16:00Z,4.0,230.0,7.0,SW
LPWA2,2013-03-01T08:38:00Z,5.0,240.0,7.0,WSW
LPWA2,2013-03-01T08:58:00Z,2.0,220.0,,SW
LPWA2,2013-03-01T09:16:00Z,2.99,220.0,6.01,SW
LPWA2,2013-03-01T09:38:00Z,0.99,210.0,,SSW
LPWA2,2013-03-01T09:56:00Z,2.0,280.0,7.0,W
LPWA2,2013-03-01T10:16:00Z,2.0,230.0,5.0,SW
LPWA2,2013-03-01T10:37:00Z,2.99,230.0,8.98,SW
LPWA2,2013-03-01T10:58:00Z,0.99,190.0,,S
LPWA2,2013-03-01T11:18:00Z,2.0,220.0,8.98,SW
LPWA2,2013-03-01T11:36:00Z,4.0,230.0,9.99,SW
LPWA2,2013-03-01T11:57:00Z,0.99,210.0,,SSW
LPWA2,2013-03-01T12:38:00Z,2.0,220.0,,SW
LPWA2,2013-03-01T12:58:00Z,2.99,220.0,,SW
LPWA2,2013-03-01T13:18:00Z,2.0,220.0,8.98,SW
LPWA2,2013-03-01T13:38:00Z,2.99,260.0,9.99,W
LPWA2,2013-03-01T13:58:00Z,2.99,210.0,,SSW
LPWA2,2013-03-01T14:16:00Z,2.0,230.0,,SW
LPWA2,2013-03-01T14:57:00Z,2.0,210.0,,SSW
LPWA2,2013-03-01T15:18:00Z,2.0,210.0,,SSW
LPWA2,2013-03-01T15:37:00Z,2.99,220.0,10.98,SW
LPWA2,2013-03-01T16:57:00Z,2.0,180.0,,S
LPWA2,2013-03-01T17:17:00Z,0.99,120.0,2.0,ESE
LPWA2,2013-03-01T17:38:00Z,0.0,0.0,2.0,N
LPWA2,2013-03-01T17:58:00Z,0.0,0.0,,N
LPWA2,2013-03-01T18:16:00Z,0.99,240.0,2.99,WSW
LPWA2,2013-03-01T18:38:00Z,0.99,250.0,2.99,WSW
LPWA2,2013-03-01T18:58:00Z,0.99,210.0,,SSW
LPWA2,2013-03-01T19:18:00Z,0.0,0.0,2.0,N
LPWA2,2013-03-01T19:38:00Z,0.99,250.0,2.0,WSW
LPWA2,2013-03-01T19:56:00Z,0.99,210.0,2.99,SSW
LPWA2,2013-03-01T20:17:00Z,0.99,240.0,4.0,WSW
LPWA2,2013-03-01T20:57:00Z,2.99,220.0,6.01,SW
LPWA2,2013-03-01T21:18:00Z,2.99,240.0,5.0,WSW
LPWA2,2013-03-01T21:38:00Z,2.0,220.0,5.0,SW
LPWA2,2013-03-01T21:56:00Z,2.0,220.0,5.0,SW
LPWA2,2013-03-01T22:18:00Z,2.0,340.0,2.99,NNW
LPWA2,2013-03-01T22:38:00Z,0.99,20.0,,NNE
LPWA2,2013-03-01T22:58:00Z,0.99,360.0,,N
LPWA2,2013-03-01T23:18:00Z,0.99,10.0,5.0,N
LPWA2,2013-03-02T00:18:00Z,0.0,0.0,6.01,N
LPWA2,2013-03-02T00:38:00Z,0.99,270.0,,W
LPWA2,2013-03-02T00:58:00Z,0.0,0.0,,N
LPWA2,2013-03-02T01:17:00Z,2.0,310.0,2.99,NW
LPWA2,2013-03-02T01:37:00Z,2.0,230.0,5.0,SW
LPWA2,2013-03-02T01:58:00Z,0.99,70.0,,ENE
LPWA2,2013-03-02T02:18:00Z,0.99,230.0,4.0,SW
LPWA2,2013-03-02T02:38:00Z,0.99,270.0,4.0,W
LPWA2,2013-03-02T02:58:00Z,0.0,0.0,,N
LPWA2,2013-03-02T03:18:00Z,2.99,110.0,5.0,ESE
LPWA2,2013-03-02T03:37:00Z,4.0,70.0,5.0,ENE
LPWA2,2013-03-02T03:57:00Z,2.99,340.0,5.0,NNW
LPWA2,2013-03-02T04:17:00Z,7.0,110.0,8.98,ESE
LPWA2,2013-03-02T04:38:00Z,7.99,100.0,9.99,E
LPWA2,2013-03-02T04:57:00Z,7.99,110.0,9.99,ESE
LPWA2,2013-03-02T05:18:00Z,7.99,90.0,9.99,E
LPWA2,2013-03-02T05:37:00Z,8.98,100.0,11.99,E
LPWA2,2013-03-02T05:58:00Z,8.98,100.0,,E
LPWA2,2013-03-02T06:17:00Z,7.0,90.0,9.99,E
LPWA2,2013-03-02T06:37:00Z,7.99,100.0,9.99,E
LPWA2,2013-03-02T06:58:00Z,8.98,100.0,,E
LPWA2,2013-03-02T07:16:00Z,9.99,100.0,,E
LPWA2,2013-03-02T07:38:00Z,8.98,100.0,11.99,E
LPWA2,2013-03-02T07:58:00Z,7.99,100.0,,E
LPWA2,2013-03-02T08:18:00Z,2.0,110.0,,ESE
LPWA2,2013-03-02T08:38:00Z,6.01,100.0,9.99,E
LPWA2,2013-03-02T08:58:00Z,6.01,90.0,,E
LPWA2,2013-03-02T09:18:00Z,8.98,110.0,11.99,ESE
LPWA2,2013-03-02T09:38:00Z,7.99,110.0,12.98,ESE
LPWA2,2013-03-02T09:58:00Z,4.0,120.0,,ESE
LPWA2,2013-03-02T10:37:00Z,0.0,0.0,7.99,N
LPWA2,2013-03-02T10:58:00Z,0.99,230.0,,SW
LPWA2,2013-03-02T11:16:00Z,2.0,240.0,2.99,WSW
LPWA2,2013-03-02T11:36:00Z,2.99,220.0,5.0,SW
LPWA2,2013-03-02T11:58:00Z,4.0,230.0,,SW
LPWA2,2013-03-02T12:17:00Z,4.0,240.0,6.01,WSW
LPWA2,2013-03-02T12:36:00Z,4.0,240.0,6.01,WSW
LPWA2,2013-03-02T12:58:00Z,2.99,250.0,,WSW
LPWA2,2013-03-02T13:18:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-02T13:38:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-02T13:58:00Z,2.99,260.0,,W
LPWA2,2013-03-02T14:18:00Z,2.99,250.0,4.0,WSW
LPWA2,2013-03-02T14:38:00Z,2.99,240.0,5.0,WSW
LPWA2,2013-03-02T14:57:00Z,2.0,220.0,5.0,SW
LPWA2,2013-03-02T15:17:00Z,2.99,260.0,,W
LPWA2,2013-03-02T15:38:00Z,2.0,230.0,4.0,SW
LPWA2,2013-03-02T15:58:00Z,2.0,250.0,,WSW
LPWA2,2013-03-02T16:16:00Z,2.99,300.0,5.0,WNW
LPWA2,2013-03-02T16:38:00Z,0.99,280.0,,W
LPWA2,2013-03-02T16:58:00Z,2.99,290.0,,WNW
LPWA2,2013-03-02T17:18:00Z,2.99,240.0,5.0,WSW
LPWA2,2013-03-02T17:38:00Z,2.99,250.0,5.0,WSW
LPWA2,2013-03-02T17:56:00Z,2.99,270.0,7.0,W
LPWA2,2013-03-02T18:18:00Z,2.99,290.0,4.0,WNW
LPWA2,2013-03-02T18:37:00Z,2.0,270.0,4.0,W
LPWA2,2013-03-02T18:58:00Z,2.99,10.0,,N
LPWA2,2013-03-02T19:17:00Z,4.0,40.0,6.01,NE
LPWA2,2013-03-02T19:38:00Z,5.0,30.0,7.0,NNE
LPWA2,2013-03-02T19:57:00Z,4.0,10.0,7.0,N
LPWA2,2013-03-02T20:16:00Z,2.99,10.0,6.01,N
LPWA2,2013-03-02T20:38:00Z,4.0,10.0,7.0,N
LPWA2,2013-03-02T20:58:00Z,5.0,10.0,,N
LPWA2,2013-03-02T21:18:00Z,6.01,30.0,7.99,NNE
LPWA2,2013-03-02T21:36:00Z,6.01,30.0,7.99,NNE
LPWA2,2013-03-02T21:58:00Z,6.01,20.0,,NNE
LPWA2,2013-03-02T22:17:00Z,6.01,20.0,8.98,NNE
LPWA2,2013-03-02T22:36:00Z,6.01,30.0,8.98,NNE
LPWA2,2013-03-02T22:57:00Z,6.01,10.0,8.98,N
LPWA2,2013-03-02T23:17:00Z,7.0,30.0,7.99,NNE
LPWA2,2013-03-03T00:18:00Z,4.0,30.0,7.0,NNE
LPWA2,2013-03-03T00:38:00Z,2.99,40.0,7.0,NE
LPWA2,2013-03-03T00:57:00Z,2.99,40.0,7.0,NE
LPWA2,2013-03-03T01:17:00Z,2.0,330.0,2.99,NNW
LPWA2,2013-03-03T01:36:00Z,2.99,350.0,4.0,N
LPWA2,2013-03-03T01:58:00Z,2.0,250.0,,WSW
LPWA2,2013-03-03T02:18:00Z,0.0,0.0,2.0,N
LPWA2,2013-03-03T02:38:00Z,0.99,270.0,2.0,W
LPWA2,2013-03-03T02:58:00Z,2.0,220.0,,SW
LPWA2,2013-03-03T03:18:00Z,0.0,0.0,4.0,N
LPWA2,2013-03-03T03:38:00Z,2.0,230.0,4.0,SW
LPWA2,2013-03-03T03:58:00Z,2.99,230.0,,SW
LPWA2,2013-03-03T04:16:00Z,4.0,240.0,5.0,WSW
LPWA2,2013-03-03T04:36:00Z,4.0,240.0,5.0,WSW
LPWA2,2013-03-03T04:56:00Z,2.99,260.0,6.01,W
LPWA2,2013-03-03T05:17:00Z,2.99,260.0,5.0,W
LPWA2,2013-03-03T05:37:00Z,5.0,280.0,7.0,W
LPWA2,2013-03-03T05:56:00Z,2.99,240.0,7.0,WSW
LPWA2,2013-03-03T06:18:00Z,5.0,250.0,7.0,WSW
LPWA2,2013-03-03T06:36:00Z,6.01,250.0,7.99,WSW
LPWA2,2013-03-03T07:58:00Z,2.99,230.0,,SW
LPWA2,2013-03-03T08:16:00Z,4.0,250.0,5.0,WSW
LPWA2,2013-03-03T08:38:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-03T08:58:00Z,2.99,240.0,,WSW
LPWA2,2013-03-03T09:56:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-03T10:17:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-03T10:37:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-03T10:58:00Z,2.99,220.0,,SW
LPWA2,2013-03-03T11:18:00Z,2.99,230.0,5.0,SW
LPWA2,2013-03-03T11:37:00Z,2.99,230.0,5.0,SW
LPWA2,2013-03-03T11:58:00Z,2.0,220.0,,SW
LPWA2,2013-03-03T12:18:00Z,2.99,220.0,4.0,SW
LPWA2,2013-03-03T12:38:00Z,2.99,230.0,5.0,SW
LPWA2,2013-03-03T12:58:00Z,2.99,240.0,,WSW
LPWA2,2013-03-03T13:38:00Z,2.99,250.0,5.0,WSW
LPWA2,2013-03-03T13:58:00Z,5.0,250.0,,WSW
LPWA2,2013-03-03T14:18:00Z,4.0,260.0,6.01,W
LPWA2,2013-03-03T14:38:00Z,2.99,240.0,6.01,WSW
LPWA2,2013-03-03T14:58:00Z,5.0,230.0,,SW
LPWA2,2013-03-03T15:36:00Z,4.0,260.0,6.01,W
LPWA2,2013-03-03T15:57:00Z,2.99,270.0,6.01,W
LPWA2,2013-03-03T16:18:00Z,4.0,240.0,5.0,WSW
LPWA2,2013-03-03T16:37:00Z,2.99,230.0,5.0,SW
LPWA2,2013-03-03T16:58:00Z,2.99,230.0,,SW
LPWA2,2013-03-03T17:18:00Z,2.99,260.0,5.0,W
LPWA2,2013-03-03T17:38:00Z,2.99,280.0,5.0,W
LPWA2,2013-03-03T17:56:00Z,2.99,270.0,5.0,W
LPWA2,2013-03-03T18:17:00Z,2.99,290.0,4.0,WNW
LPWA2,2013-03-03T18:36:00Z,2.99,260.0,4.0,W
LPWA2,2013-03-03T18:56:00Z,0.99,340.0,4.0,NNW
LPWA2,2013-03-03T19:18:00Z,2.99,50.0,4.0,NE
LPWA2,2013-03-03T19:38:00Z,2.0,60.0,4.0,ENE
LPWA2,2013-03-03T20:37:00Z,2.99,80.0,5.0,E
LPWA2,2013-03-03T21:18:00Z,2.99,90.0,5.0,E
LPWA2,2013-03-03T21:38:00Z,4.0,90.0,6.01,E
LPWA2,2013-03-03T21:56:00Z,2.99,70.0,7.0,ENE
LPWA2,2013-03-03T22:17:00Z,2.99,70.0,5.0,ENE
LPWA2,2013-03-03T22:38:00Z,2.99,90.0,5.0,E
LPWA2,2013-03-03T22:58:00Z,4.0,70.0,,ENE
LPWA2,2013-03-03T23:17:00Z,4.0,70.0,6.01,ENE
LPWA2,2013-03-04T00:16:00Z,2.99,50.0,6.01,NE
LPWA2,2013-03-04T00:36:00Z,2.99,10.0,6.01,N
LPWA2,2013-03-04T00:56:00Z,2.99,20.0,6.01,NNE
LPWA2,2013-03-04T01:16:00Z,2.99,350.0,5.0,N
LPWA2,2013-03-04T01:36:00Z,2.0,320.0,6.01,NW
LPWA2,2013-03-04T01:56:00Z,2.99,330.0,6.01,NNW
LPWA2,2013-03-04T02:16:00Z,2.0,350.0,4.0,N
LPWA2,2013-03-04T02:36:00Z,2.0,340.0,6.01,NNW
LPWA2,2013-03-04T03:16:00Z,2.99,330.0,5.0,NNW
LPWA2,2013-03-04T03:56:00Z,5.0,310.0,7.0,NW
LPWA2,2013-03-04T04:16:00Z,4.0,300.0,8.98,WNW
LPWA2,2013-03-04T04:36:00Z,4.0,320.0,8.98,NW
LPWA2,2013-03-04T04:56:00Z,4.0,300.0,8.98,WNW
LPWA2,2013-03-04T20:56:00Z,10.98,20.0,16.0,NNE
LPWA2,2013-03-04T21:16:00Z,12.98,10.0,16.0,N
LPWA2,2013-03-04T21:56:00Z,11.99,30.0,19.98,NNE
LPWA2,2013-03-04T22:16:00Z,12.98,20.0,16.99,NNE
LPWA2,2013-03-04T22:36:00Z,11.99,20.0,16.99,NNE
LPWA2,2013-03-04T22:56:00Z,9.99,20.0,16.99,NNE
LPWA2,2013-03-04T23:16:00Z,11.99,20.0,14.0,NNE
LPWA2,2013-03-05T00:16:00Z,9.99,360.0,16.0,N
LPWA2,2013-03-05T00:36:00Z,8.98,10.0,16.0,N
LPWA2,2013-03-05T00:56:00Z,7.0,360.0,16.0,N
LPWA2,2013-03-05T01:16:00Z,6.01,360.0,12.98,N
LPWA2,2013-03-05T01:36:00Z,7.0,10.0,12.98,N
LPWA2,2013-03-05T01:56:00Z,6.01,10.0,12.98,N
LPWA2,2013-03-05T02:16:00Z,6.01,360.0,14.0,N
LPWA2,2013-03-05T02:36:00Z,7.99,10.0,14.0,N
LPWA2,2013-03-05T02:56:00Z,6.01,360.0,14.0,N
LPWA2,2013-03-05T03:16:00Z,7.99,360.0,9.99,N
LPWA2,2013-03-05T03:36:00Z,6.01,350.0,9.99,N
LPWA2,2013-03-05T03:56:00Z,2.99,360.0,9.99,N
LPWA2,2013-03-05T04:16:00Z,2.99,340.0,9.99,NNW
LPWA2,2013-03-05T04:36:00Z,4.0,10.0,9.99,N
LPWA2,2013-03-05T04:56:00Z,6.01,360.0,9.99,N
LPWA2,2013-03-05T05:16:00Z,2.99,240.0,7.0,WSW
LPWA2,2013-03-05T05:36:00Z,2.0,220.0,7.0,SW
LPWA2,2013-03-05T05:56:00Z,2.99,280.0,7.0,W
LPWA2,2013-03-05T06:36:00Z,4.0,240.0,6.01,WSW
LPWA2,2013-03-05T06:56:00Z,0.99,170.0,,S
LPWA2,2013-03-05T07:16:00Z,2.99,280.0,5.0,W
LPWA2,2013-03-05T07:36:00Z,4.0,350.0,9.99,N
LPWA2,2013-03-05T07:56:00Z,5.0,350.0,9.99,N
LPWA2,2013-03-05T08:16:00Z,6.01,360.0,7.99,N
LPWA2,2013-03-05T08:36:00Z,4.0,360.0,9.99,N
LPWA2,2013-03-05T08:56:00Z,2.99,320.0,9.99,NW
LPWA2,2013-03-05T09:16:00Z,2.99,250.0,7.0,WSW
LPWA2,2013-03-05T09:36:00Z,2.99,260.0,7.99,W
LPWA2,2013-03-05T09:56:00Z,4.0,250.0,7.99,WSW
LPWA2,2013-03-05T10:16:00Z,5.0,280.0,8.98,W
LPWA2,2013-03-05T10:36:00Z,4.0,270.0,8.98,W
LPWA2,2013-03-05T10:56:00Z,4.0,280.0,8.98,W
LPWA2,2013-03-05T11:16:00Z,4.0,260.0,7.0,W
LPWA2,2013-03-05T11:36:00Z,5.0,270.0,7.99,W
LPWA2,2013-03-05T11:56:00Z,4.0,250.0,7.99,WSW
LPWA2,2013-03-05T12:16:00Z,2.99,280.0,7.99,W
LPWA2,2013-03-05T12:36:00Z,2.99,250.0,7.99,WSW
LPWA2,2013-03-05T13:56:00Z,5.0,250.0,7.99,WSW
LPWA2,2013-03-05T14:16:00Z,2.99,240.0,5.0,WSW
LPWA2,2013-03-05T14:36:00Z,6.01,250.0,7.99,WSW
LPWA2,2013-03-05T14:56:00Z,5.0,260.0,7.99,W
LPWA2,2013-03-05T15:56:00Z,6.01,290.0,9.99,WNW
LPWA2,2013-03-05T16:16:00Z,6.01,280.0,7.99,W
LPWA2,2013-03-05T16:36:00Z,5.0,260.0,8.98,W
LPWA2,2013-03-05T16:56:00Z,4.0,240.0,9.99,WSW
LPWA2,2013-03-05T17:16:00Z,7.0,10.0,9.99,N
LPWA2,2013-03-05T17:36:00Z,8.98,20.0,9.99,NNE
LPWA2,2013-03-05T17:56:00Z,8.98,20.0,10.98,NNE
LPWA2,2013-03-05T18:16:00Z,7.99,30.0,11.99,NNE
LPWA2,2013-03-05T18:36:00Z,7.99,10.0,11.99,N
LPWA2,2013-03-05T18:56:00Z,8.98,30.0,11.99,NNE
LPWA2,2013-03-05T19:16:00Z,9.99,30.0,11.99,NNE
LPWA2,2013-03-05T19:36:00Z,9.99,30.0,12.98,NNE
LPWA2,2013-03-05T19:56:00Z,7.99,40.0,12.98,NE
LPWA2,2013-03-05T20:16:00Z,7.0,40.0,11.99,NE
LPWA2,2013-03-05T20:36:00Z,7.99,40.0,11.99,NE
LPWA2,2013-03-05T20:56:00Z,7.99,30.0,11.99,NNE
LPWA2,2013-03-05T21:16:00Z,8.98,20.0,9.99,NNE
LPWA2,2013-03-05T21:36:00Z,7.99,20.0,10.98,NNE
LPWA2,2013-03-05T21:56:00Z,7.99,20.0,10.98,NNE
LPWA2,2013-03-05T22:16:00Z,7.99,30.0,9.99,NNE
LPWA2,2013-03-05T22:36:00Z,7.0,20.0,9.99,NNE
LPWA2,2013-03-05T22:56:00Z,7.0,20.0,9.99,NNE
LPWA2,2013-03-05T23:16:00Z,7.0,20.0,9.99,NNE
LPWA2,2013-03-06T00:16:00Z,5.0,10.0,9.99,N
LPWA2,2013-03-06T00:36:00Z,4.0,360.0,9.99,N
LPWA2,2013-03-06T00:56:00Z,4.0,330.0,9.99,NNW
LPWA2,2013-03-06T01:16:00Z,5.0,320.0,7.0,NW
LPWA2,2013-03-06T01:36:00Z,4.0,320.0,7.0,NW
LPWA2,2013-03-06T01:56:00Z,2.99,340.0,7.99,NNW
LPWA2,2013-03-06T02:36:00Z,5.0,270.0,7.0,W
LPWA2,2013-03-06T02:56:00Z,2.99,250.0,7.0,WSW
LPWA2,2013-03-06T03:16:00Z,4.0,250.0,7.0,WSW
LPWA2,2013-03-06T03:36:00Z,2.99,230.0,8.98,SW
LPWA2,2013-03-06T03:56:00Z,5.0,270.0,8.98,W
LPWA2,2013-03-06T04:16:00Z,5.0,250.0,9.99,WSW
LPWA2,2013-03-06T04:36:00Z,5.0,260.0,9.99,W
LPWA2,2013-03-06T04:56:00Z,6.01,250.0,9.99,WSW
LPWA2,2013-03-06T05:16:00Z,5.0,250.0,7.99,WSW
LPWA2,2013-03-06T05:36:00Z,7.0,280.0,8.98,W
LPWA2,2013-03-06T05:56:00Z,7.0,250.0,9.99,WSW
LPWA2,2013-03-06T06:16:00Z,5.0,270.0,7.0,W
LPWA2,2013-03-06T06:36:00Z,6.01,270.0,9.99,W
LPWA2,2013-03-06T06:56:00Z,5.0,240.0,9.99,WSW
LPWA2,2013-03-06T07:16:00Z,5.0,250.0,8.98,WSW
LPWA2,2013-03-06T07:36:00Z,6.01,250.0,8.98,WSW
LPWA2,2013-03-06T07:56:00Z,4.0,250.0,8.98,WSW
LPWA2,2013-03-06T08:16:00Z,5.0,270.0,7.0,W
LPWA2,2013-03-06T08:36:00Z,4.0,260.0,7.99,W
LPWA2,2013-03-06T08:56:00Z,6.01,250.0,7.99,WSW
LPWA2,2013-03-06T09:16:00Z,2.99,230.0,7.0,SW
LPWA2,2013-03-06T09:36:00Z,6.01,240.0,8.98,WSW
LPWA2,2013-03-06T09:56:00Z,6.01,250.0,8.98,WSW
LPWA2,2013-03-06T10:16:00Z,2.99,240.0,8.98,WSW
LPWA2,2013-03-06T10:36:00Z,6.01,260.0,8.98,W
LPWA2,2013-03-06T10:56:00Z,7.0,260.0,9.99,W
LPWA2,2013-03-06T11:16:00Z,4.0,250.0,8.98,WSW
LPWA2,2013-03-06T11:36:00Z,6.01,250.0,9.99,WSW
LPWA2,2013-03-06T11:56:00Z,6.01,250.0,9.99,WSW
LPWA2,2013-03-06T12:16:00Z,2.99,230.0,7.99,SW
LPWA2,2013-03-06T12:36:00Z,4.0,240.0,7.99,WSW
LPWA2,2013-03-06T12:56:00Z,2.99,220.0,7.99,SW
LPWA2,2013-03-06T13:16:00Z,2.99,230.0,5.0,SW
LPWA2,2013-03-06T13:36:00Z,4.0,230.0,6.01,SW
LPWA2,2013-03-06T13:56:00Z,5.0,240.0,7.0,WSW
LPWA2,2013-03-06T14:16:00Z,5.0,250.0,7.99,WSW
LPWA2,2013-03-06T14:36:00Z,6.01,240.0,8.98,WSW
LPWA2,2013-03-06T14:56:00Z,2.99,220.0,8.98,SW
LPWA2,2013-03-06T15:16:00Z,2.99,220.0,6.01,SW
LPWA2,2013-03-06T15:36:00Z,5.0,240.0,7.0,WSW
LPWA2,2013-03-06T15:56:00Z,2.99,220.0,7.99,SW
LPWA2,2013-03-06T16:16:00Z,5.0,260.0,7.0,W
LPWA2,2013-03-06T16:36:00Z,2.99,230.0,7.99,SW
LPWA2,2013-03-06T16:56:00Z,2.99,220.0,7.99,SW
LPWA2,2013-03-06T17:16:00Z,2.99,240.0,4.0,WSW
LPWA2,2013-03-06T17:36:00Z,2.99,240.0,4.0,WSW
LPWA2,2013-03-06T17:56:00Z,0.0,0.0,4.0,N
LPWA2,2013-03-06T18:56:00Z,6.01,60.0,7.99,ENE
LPWA2,2013-03-06T19:16:00Z,6.01,30.0,7.99,NNE
LPWA2,2013-03-06T19:36:00Z,6.01,40.0,8.98,NE
LPWA2,2013-03-06T19:56:00Z,7.0,30.0,8.98,NNE
LPWA2,2013-03-06T20:16:00Z,6.01,30.0,8.98,NNE
LPWA2,2013-03-06T20:56:00Z,7.0,30.0,9.99,NNE
LPWA2,2013-03-06T21:16:00Z,6.01,50.0,7.99,NE
LPWA2,2013-03-06T21:36:00Z,5.0,50.0,8.98,NE
LPWA2,2013-03-06T21:56:00Z,5.0,60.0,8.98,ENE
LPWA2,2013-03-06T22:16:00Z,5.0,40.0,7.99,NE
LPWA2,2013-03-06T22:36:00Z,4.0,40.0,7.99,NE
LPWA2,2013-03-06T22:56:00Z,4.0,40.0,7.99,NE
LPWA2,2013-03-06T23:16:00Z,4.0,30.0,5.0,NNE
LPWA2,2013-03-07T00:36:00Z,5.0,40.0,7.99,NE
LPWA2,2013-03-07T00:56:00Z,2.99,20.0,7.99,NNE
LPWA2,2013-03-07T01:16:00Z,2.99,20.0,7.0,NNE
LPWA2,2013-03-07T01:36:00Z,2.99,20.0,7.0,NNE
LPWA2,2013-03-07T01:56:00Z,2.99,10.0,7.0,N
LPWA2,2013-03-07T02:16:00Z,2.99,280.0,4.0,W
LPWA2,2013-03-07T02:36:00Z,2.0,250.0,4.0,WSW
LPWA2,2013-03-07T02:56:00Z,2.0,230.0,4.0,SW
LPWA2,2013-03-07T03:56:00Z,5.0,260.0,7.0,W
LPWA2,2013-03-07T04:16:00Z,2.99,230.0,7.0,SW
LPWA2,2013-03-07T04:36:00Z,4.0,240.0,7.0,WSW
LPWA2,2013-03-07T04:56:00Z,2.99,230.0,7.0,SW
LPWA2,2013-03-07T05:16:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-07T05:36:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-07T05:56:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-07T06:16:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-07T06:36:00Z,2.99,220.0,6.01,SW
LPWA2,2013-03-07T06:56:00Z,2.99,240.0,7.99,WSW
LPWA2,2013-03-07T07:16:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-07T07:36:00Z,2.99,220.0,6.01,SW
LPWA2,2013-03-07T07:56:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-07T08:16:00Z,2.99,230.0,5.0,SW
LPWA2,2013-03-07T08:36:00Z,2.99,230.0,5.0,SW
LPWA2,2013-03-07T08:56:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-07T09:16:00Z,2.99,230.0,6.01,SW
LPWA2,2013-03-07T09:36:00Z,4.0,240.0,6.01,WSW
LPWA2,2013-03-07T09:56:00Z,2.99,220.0,6.01,SW
LPWA2,2013-03-07T10:16:00Z,2.99,220.0,7.0,SW
LPWA2,2013-03-07T10:36:00Z,2.99,230.0,7.0,SW
LPWA2,2013-03-07T10:56:00Z,2.99,240.0,7.0,WSW
